video_id,university_name,category,topic,search_query,title,description,channel_name,upload_date,upload_year,views,likes,comment_count,duration,language,video_url,relevance_score,relevance_label
5IzF6hS3kJM,Guru Ghasidas Vishwavidyalaya,controversies,scam,Guru Ghasidas Vishwavidyalaya scam,&quot;क्या आप Biotech करना चाहते हैं? 🤔 | पहले ये वीडियो जरूर देखें!&quot; #ggubilaspur #ggu #ggv,,Aman Vlogs,2025-02-23T07:45:00Z,2025,2703,69,6,PT38S,unknown,https://www.youtube.com/watch?v=5IzF6hS3kJM,2,Removed
w3V6RQKZ-uY,Assam University,controversies,scam,Assam University scam,Every biotechnology student can relate📈💔#trendingshorts #youtubeshorts #medicalcollege #biotech,Mitali this side.,Biotech journey ,2024-07-28T12:41:06Z,2024,963060,0,537,PT12S,unknown,https://www.youtube.com/watch?v=w3V6RQKZ-uY,2,Removed
qThULAqTOrU,Dibrugarh University,controversies,scam,Dibrugarh University scam,Weekend in girls hostel be like.#hostellife #girls #friends #fyp #funnyvideo #hostellifevlog,,Isha Bomjen ,2025-02-18T20:00:32Z,2025,9725828,371131,1519,PT28S,unknown,https://www.youtube.com/watch?v=qThULAqTOrU,2,Removed
lhqWEUg3rio,Patna University,controversies,scam,Patna University scam,Top 10 Medical Colleges in Bihar #shorts #bihar #medical #college,Top 10 Medical Colleges in Bihar 1. PMCH Patna 2. AIIMS Patna 3. IGIMS Patna 4. NMCH Patna 5. DMCH Darbhanga 6.,College Panda,2024-04-20T07:09:37Z,2024,52759,800,2,PT45S,unknown,https://www.youtube.com/watch?v=lhqWEUg3rio,2,Removed
gESa6qFV2Rk,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,BHU में पढ़ाई करने पर कितना खर्च आएगा || Room लें या Hostel|| Students Expense ,BHU में रह कर पढ़ाई करने पर कितना खर्च आएगा || BHU Students Expense Hello everyone!,BEAUTY OF BANARAS,2025-07-23T14:05:35Z,2025,26152,616,66,PT5M57S,unknown,https://www.youtube.com/watch?v=gESa6qFV2Rk,2,Removed
A_BNefjqbUY,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,IIT BHU x IIT ROORKEE #iitbhu #iitian #iitjee #iitroorkee #iitbombay #iitdelhi #iitkharagpur #iitkgp,,Abhinandan Gaikwad [ IIT BHU ],2024-03-22T14:29:02Z,2024,2836825,69664,366,PT20S,unknown,https://www.youtube.com/watch?v=A_BNefjqbUY,2,Removed
AA2vlasups0,University of Hyderabad,controversies,scam,University of Hyderabad scam,Is VIT Vellore Worth it?😱😱#jee #vit #viteee #vitvellore #vellore #viteee2025 #velloreinstitute,Is VIT Vellore Worth it?    #jee #vit #viteee #vitvellore #vellore #viteee2025 #velloreinstitute.,Vedantu JEE Made Ejee,2024-11-17T11:30:05Z,2024,995261,30232,383,PT59S,unknown,https://www.youtube.com/watch?v=AA2vlasups0,2,Removed
8GW3EwSL-G4,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,"Durg University के Students ही Video देखें, कुलपति से बहस, गमला उठाया, अगरबत्ती जलाई | Bhilai Times","Durg University के Students ही Video देखें, कुलपति से बहस, गमला उठाया, अगरबत्ती जलाई ...",Bhilai Times,2023-07-27T13:42:46Z,2023,17101,507,161,PT48M10S,unknown,https://www.youtube.com/watch?v=8GW3EwSL-G4,2,Removed
sgBSx1mjkSg,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,&#39;BHU में BA Arts (Hons) की फीस कितनी होगी&#39; | Himanshu Mishra | #shorts #CUET #BHU,full video link: https://youtu.be/ugQaeH8qDiY.,The Student Life,2023-02-19T09:43:40Z,2023,553215,9980,65,PT26S,unknown,https://www.youtube.com/watch?v=sgBSx1mjkSg,2,Removed
BhZrA28BpMc,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,BA परीक्षा की कॉपी जाँच ऐसे ही होती है | ba exam copy checking #copychecking #paperchecking #baexam,BA परीक्षा की कॉपी जाँच ऐसे ही होती है | ba exam copy checking #copychecking #paperchecking ...,Gulshan Maths Study,2024-06-21T16:06:59Z,2024,453670,5102,81,PT1M1S,unknown,https://www.youtube.com/watch?v=BhZrA28BpMc,2,Removed
C7uBB9wXANA,University of Hyderabad,controversies,scam,University of Hyderabad scam,Don&#39;t Take Admission to any College Without Watching This..!🏫❌ #shorts #college,Download ffreedom app:- https://ffdm.app/dbyQ Related Courses Financial Freedom Course - https://ffdm.app/H5Ap ...,Boss Wallah (Telugu),2024-05-29T14:30:03Z,2024,1653757,127450,776,PT1M,unknown,https://www.youtube.com/watch?v=C7uBB9wXANA,2,Removed
dHWEbh3UPMo,University of Hyderabad,controversies,scam,University of Hyderabad scam,Roman Reigns vs Cody Rhodes 🤯 | WrestleMania 40 | WWE At Public 🤩 #shorts #viralshorts,,BEAST TWINS BROTHERS,2024-04-02T08:39:50Z,2024,6323950,160222,1048,PT19S,unknown,https://www.youtube.com/watch?v=dHWEbh3UPMo,2,Removed
iwLxkTAfuyU,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,"कुलसचिव का कार कांड! सरकारी कार टूटी, ₹24 हजार विवाद #DurgUniversity #CarScam","कुलसचिव का कार कांड! सरकारी कार टूटी, ₹24 हजार विवाद दुर्ग के हेमचंद ...",Nai Drishti Bindu News,2026-05-31T09:31:32Z,2026,224,16,0,PT3M,unknown,https://www.youtube.com/watch?v=iwLxkTAfuyU,2,Removed
N9VIW48M1I4,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,A DAY IN BHU ft.BHU STUDENT#minivlog #bhuvlog #bhulife #bhu #student #studentvlogs #ashortaday #vlog,,Anushka Pandey,2024-09-04T19:16:12Z,2024,53756,847,100,PT35S,unknown,https://www.youtube.com/watch?v=N9VIW48M1I4,2,Removed
FR533hnmSno,Devi Ahilya Vishwavidyalaya Indore,controversies,scam,Devi Ahilya Vishwavidyalaya Indore scam,आज DAVV RNT मार्ग पर MBA के 80 % छात्र छात्राओं के साथ हो रही रिज़ल्ट में धांधली#ravichoudhary #davv,,Ravi Choudhary,2023-08-17T07:08:53Z,2023,96656,6544,60,PT1M1S,unknown,https://www.youtube.com/watch?v=FR533hnmSno,2,Removed
M8hn9F-vARw,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,Raipur News : PRSU में एक ही विषय में कई Studets फेल | छात्रों ने कुलसचिव को सौंपा ज्ञापन,"IBC24, Raipur News, PRSU में एक ही विषय में कई Studets फेल, छात्रों ने कुलसचिव को ...",IBC24 Jankarwan,2023-09-27T14:46:12Z,2023,225,1,0,PT59S,unknown,https://www.youtube.com/watch?v=M8hn9F-vARw,2,Removed
Ab6VHqX5zZ4,University of Allahabad,controversies,scam,University of Allahabad scam,Umesh Pal Hatyakand: इलाहाबाद यूनिवर्सिटी के मुस्लिम हॉस्टल के छात्रों का दर्द ।Quint Hindi,उमेश पाल हत्याकांड (Umesh Pal Murder) के बाद इलाहाबाद सेंट्रल यूनिवर्सिटी ...,Kisan India,2023-03-13T18:12:52Z,2023,3759,107,15,PT3M49S,unknown,https://www.youtube.com/watch?v=Ab6VHqX5zZ4,2,Removed
F4muZ3guy5s,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,BA/BSc/Bcom मे कितने नम्बर पर पास किया जाता है? @Co-curricularmaster @shuklasir #ba #bsc #bcom,,SHUKLA STUDY POINT,2024-07-14T01:40:07Z,2024,541214,12084,126,PT1M,unknown,https://www.youtube.com/watch?v=F4muZ3guy5s,2,Removed
X6B7RowS4CM,Madan Mohan Malaviya University of Technology,controversies,scam,Madan Mohan Malaviya University of Technology scam,MMMUT Ramanujan hostel Room #mmmut #engineeringcollege #college #hostel,,Malviyan Explorers,2023-10-12T16:28:48Z,2023,30908,0,14,PT16S,unknown,https://www.youtube.com/watch?v=X6B7RowS4CM,2,Removed
mDjdcUO3LSI,Aligarh Muslim University,controversies,scam,Aligarh Muslim University scam,Everyone right now 😢,,Life at AMU,2023-04-09T02:30:23Z,2023,1142156,16313,893,PT13S,unknown,https://www.youtube.com/watch?v=mDjdcUO3LSI,2,Removed
LqCyYFKnN3A,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,all about IMS BHU 🩺 ||cutoff ❓ of NEET || fees for MBBS 🔥|| PG quota 🤔❓ #bhu #neet #mbbs,bhu #kashi #cutoff #neet #mbbs.,Aiimsonian Anu !!,2023-10-29T07:39:11Z,2023,186870,5505,60,PT58S,unknown,https://www.youtube.com/watch?v=LqCyYFKnN3A,2,Removed
yx9QJJaQTxg,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,उच्च आर्थिक सिद्धांत । Advance economic analysis । अर्थशास्त्र । ECONOMICS ।,,JBB 180 Classes ,2023-10-27T09:37:19Z,2023,294,6,0,PT16S,unknown,https://www.youtube.com/watch?v=yx9QJJaQTxg,2,Removed
BVMqUT3VD_0,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,E - Library Inauguration MCBU माननीय छतरपुर कलेक्टर श्री संदीप जी आर जी द्वारा किया गया l 11/09/2023,E - Library Inauguration MCBU माननीय छतरपुर कलेक्टर श्री संदीप जी आर जी द्वारा ...,Bhupendra kumar Chh,2023-09-11T07:26:07Z,2023,124,3,0,PT2M25S,unknown,https://www.youtube.com/watch?v=BVMqUT3VD_0,2,Removed
tyTD5LjQb3o,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,सभी रविशंकर शुक्ल विश्वविद्यालय के लिए खुशखबरी है। Prsu अच्छा खबर। Prsu important news Today Update,सभी रविशंकर शुक्ल विश्वविद्यालय के लिए खुशखबरी है। Prsu अच्छा खबर।,All Education Information,2023-04-10T12:58:28Z,2023,244,8,0,PT2M22S,unknown,https://www.youtube.com/watch?v=tyTD5LjQb3o,2,Removed
JCSwTU-vRig,University of Hyderabad,controversies,scam,University of Hyderabad scam,Prom night at IIT Hyderabad..#iit #jee  #bollywood  # #arijitsingh #ytshorts #shorts #vlog #short,,Ankit IIT Hyderabad ,2024-10-02T03:30:11Z,2024,1235432,12760,219,PT17S,unknown,https://www.youtube.com/watch?v=JCSwTU-vRig,2,Removed
RlNiOum0rvw,Jiwaji University Gwalior,controversies,scam,Jiwaji University Gwalior scam,Gwalior: जीवाजी यूनिवर्सिटी में घोटालों को लेकर प्रोफेसर ने खोला मोर्चा...,Follow us: Facebook: https://www.facebook.com/IBC24News Follow the IBC24 News channel on WhatsApp: ...,IBC24 CHAMBAL,2025-05-02T11:52:01Z,2025,257,2,0,PT5M54S,unknown,https://www.youtube.com/watch?v=RlNiOum0rvw,2,Removed
MCONnRFWrMY,University of Hyderabad,controversies,scam,University of Hyderabad scam,ICFAI University hyd  #college#icfaiuniversity#trending#reels#ftihhyderabad#collegelife#music#likes,tech#techreview#technews#smartphone#techtips#techyoutuber#mobile#teaching ...,Telugu LOL Factory,2023-05-31T13:33:15Z,2023,21410,197,7,PT9S,unknown,https://www.youtube.com/watch?v=MCONnRFWrMY,2,Removed
t1QHj8ddl6o,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,"ये क्या कर दिया, फिर रद्द किया ये पेपर | PRSU TIME TABLE 2023 | PRSU TIME TABLE","ये क्या दिया, फिर रद्द किया ये पेपर | PRSU TIME TABLE 2023 | PRSU TIME TABLE 203 KAISE ...",Cg education news,2023-03-01T14:28:33Z,2023,511,10,9,PT4M13S,unknown,https://www.youtube.com/watch?v=t1QHj8ddl6o,2,Removed
JRplqOtSfLA,Jiwaji University Gwalior,controversies,scam,Jiwaji University Gwalior scam,TOP NEWS | जीवाजी के कुलगुरु की सद्बुद्धि के लिया कराया यज्ञ | ACHARAN NEWS,TOP NEWS | जीवाजी के कुलगुरु की सद्बुद्धि के लिया कराया यज्ञ | ACHARAN NEWS .,ACHARAN GWALIOR,2025-01-25T09:47:19Z,2025,27,1,0,PT2M56S,unknown,https://www.youtube.com/watch?v=JRplqOtSfLA,2,Removed
SYAKVnU5Lk0,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,💥BHU MCA Course Details🤩Best CUET Govt. MCA College in India 2025💥#shorts #mca #cuetpg #bhu,Get Free MCA Career Counselling By Sunstone: ...,MCA Fundas by Sunstone,2024-10-18T05:34:50Z,2024,51904,1126,26,PT54S,unknown,https://www.youtube.com/watch?v=SYAKVnU5Lk0,2,Removed
4rWLZ4jRXSs,Jiwaji University Gwalior,controversies,scam,Jiwaji University Gwalior scam,Gwalior: HC ने जीवाजी विश्वविद्यालय से संबद्ध कॉलेजों की संबद्धता और भौतिक सत्यापन के दिए निर्देश,ग्वालियर चंबल अंचल के मुरैना जिले के झुंडपुरा के शिवशक्ति कॉलेज के ...,TV9 Madhya Pradesh Chhattisgarh  ,2025-03-01T08:30:01Z,2025,185,4,1,PT4M51S,unknown,https://www.youtube.com/watch?v=4rWLZ4jRXSs,2,Removed
KwcvNi5pJjI,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,साइंस कॉलेज रायपुर हॉस्टल GIRLS &amp; BOYS HOSTEL SCIENCE COLLEGE RAIPUR. #sciencecollegeraipur #hostel,THANKYOU FOR WATCHING DON'T FORGET TO SUBSCRIBE    ✨ Join WhatsApp group ...,YF Yashubh,2023-06-30T08:10:58Z,2023,10788,204,47,PT31S,unknown,https://www.youtube.com/watch?v=KwcvNi5pJjI,2,Removed
ILOZfe3GPsU,Devi Ahilya Vishwavidyalaya Indore,controversies,scam,Devi Ahilya Vishwavidyalaya Indore scam,DAVV B.Ed रिजल्ट विवाद के बाद बड़ा बदलाव! क्या सच में सुधरेगा सिस्टम? 🎓🚨 - READERS OPINION,Devi Ahilya Vishwavidyalaya (DAVV) में B.Ed रिजल्ट को लेकर उठे सवालों के बाद अब ...,Readers Opinion,2026-03-25T12:39:11Z,2026,1774,6,0,PT2M43S,unknown,https://www.youtube.com/watch?v=ILOZfe3GPsU,2,Removed
c8xGbHP6ulU,Madan Mohan Malaviya University of Technology,controversies,scam,Madan Mohan Malaviya University of Technology scam,#mmmut #college lab #engineering #gorkhapur,,Malviyan Explorers,2023-08-26T09:31:24Z,2023,767,0,1,PT15S,unknown,https://www.youtube.com/watch?v=c8xGbHP6ulU,2,Removed
Z1txtusPvIA,Banaras Hindu University,controversies,scam,Banaras Hindu University scam,Mess fees of BHU Girls Hostel🌸 #trending #minivlog #hostellife #shortvideo #vlog #vlogger #love,,Shrishti [IMS BHU]🤍,2025-03-25T12:51:25Z,2025,85488,809,58,PT19S,unknown,https://www.youtube.com/watch?v=Z1txtusPvIA,2,Removed
apEeJYO9gvc,University of Hyderabad,controversies,scam,University of Hyderabad scam,US CMA vs MBA | US CMA in just 6 months | 2-part CMA Exam | Earn up to 8 LPAs @Big 4,A professional certification (US CMA) within just 6-9 months OR a management degree (MBA) in 24 months: Which one do you ...,Simandhar Education,2024-06-24T12:11:04Z,2024,4722282,14351,130,PT14S,unknown,https://www.youtube.com/watch?v=apEeJYO9gvc,2,Removed
qA6pUY9EGNY,University of Hyderabad,controversies,scam,University of Hyderabad scam,Indian Colleges feel like elementary🤦🏽‍♂️ #india  #ugandan #foreigner #african #internationals,"Discover the captivating experiences of international students at KIIT University in India! In this insightful video, we dive into the ...",Kidus Vs Life,2023-06-27T12:06:52Z,2023,397521,4395,755,PT32S,unknown,https://www.youtube.com/watch?v=qA6pUY9EGNY,2,Removed
SJJCC2hyN3U,Pondicherry University,controversies,scam,Pondicherry University scam,🌟 PES Uni. MCA 2024 Student 3 offers 9lpa+ and less then 60 pct in 12th #success #MCA,"Hey everyone! Are you interested in MCA (Master of Computer Applications) but worried about your 12th grade marks? Well, this ...",Its Abhi Vlog,2024-05-01T08:53:10Z,2024,29391,501,52,PT26S,unknown,https://www.youtube.com/watch?v=SJJCC2hyN3U,2,Removed
koyfQViVxuQ,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,पुनर्मूल्यांकन के लिए आवेदन कैसे करें?|BA BSC BCOM RESULT 2023 PRSU| HOW TO APPLY REVALUATION FORM?|,पुनर्मूल्यांकन के लिए आवेदन कैसे करें?|BA BSC BCOM RESULT 2023 PRSU| HOW TO ...,DESHMUKH EDUCATION (CHANDRASHEKHAR DESHMUKH),2023-07-03T07:52:29Z,2023,62,0,1,PT3M33S,unknown,https://www.youtube.com/watch?v=koyfQViVxuQ,2,Removed
IbbrQtisCPw,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,जैन दीक्षा से पहले मुमुक्षु द्वारा कैश का त्याग || jain diksha || kesh lochan || #ytshorts,,Moksh Bhandari,2023-02-13T02:20:05Z,2023,4558369,30359,352,PT12S,unknown,https://www.youtube.com/watch?v=IbbrQtisCPw,2,Removed
EV5LLBBdFHw,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,fees collection  of mcbu💯💯💯,,THE RG STUDY'S ,2023-07-25T17:22:35Z,2023,88,4,1,PT3M38S,unknown,https://www.youtube.com/watch?v=EV5LLBBdFHw,2,Removed
W0WaKzaeVo8,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,एग्जाम का पेपर कैसे चेक होता है || How is the exam paper checked || #shorts #motivation @Rinmorikato,एग्जाम का पेपर कैसे चेक होता है || How is the exam paper checked || #shorts #motivation ...,Rinmorikato ,2024-02-04T02:36:52Z,2024,964302,6739,24,PT15S,unknown,https://www.youtube.com/watch?v=W0WaKzaeVo8,2,Removed
Kh3LY6LgTKk,Jiwaji University Gwalior,controversies,scam,Jiwaji University Gwalior scam,"waterfall relaxing music, JIWAJI UNIVERSITY #shorts #waterfall #water #gwalior #india","waterfall relaxing music, JIWAJI UNIVERSITY #shorts #waterfall #water #gwalior #india #travel #tranding #construction #architect ...",Gajendra Kushwah,2023-05-17T16:47:55Z,2023,167,8,0,PT17S,unknown,https://www.youtube.com/watch?v=Kh3LY6LgTKk,2,Removed
gRCO6VI_Sos,Jamia Millia Islamia,controversies,scam,Jamia Millia Islamia scam,"MASTER’S VLOG | what MASS COMMUNICATION at Jamia is like | ajk mcrc, jmi",GUESS WHO'S BEEN CONSISTENT TWO WEEKS IN A ROW MEEEEEEEEEEE music: Free Music for Videos Music by Sam ...,zoya fatima,2025-10-26T08:36:32Z,2025,2657,106,9,PT8M18S,unknown,https://www.youtube.com/watch?v=gRCO6VI_Sos,2,Removed
k2BprvS5s90,Jawaharlal Nehru University,controversies,scam,Jawaharlal Nehru University scam,Is This The College? - Episode 1 #JNTU #Collegesearch #studenttribe #CollegeAdmissionGuide,"Wondering if this college is the right one for you? In this episode, we break down everything you need to know about JNTU, ...",Student Tribe,2025-03-27T14:37:48Z,2025,25376,695,26,PT1M20S,unknown,https://www.youtube.com/watch?v=k2BprvS5s90,2,Removed
U2o1dXFEMF8,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,#important book for b.ed first semester 📚📝 ( all papers ) B.ed 2023 !...,,@Teaching classes.,2023-06-30T16:25:50Z,2023,425,9,0,PT13S,unknown,https://www.youtube.com/watch?v=U2o1dXFEMF8,2,Removed
Zs3MgvcESEk,Harcourt Butler Technical University,controversies,scam,Harcourt Butler Technical University scam,HBTU KANPUR Review||पूरी वीडियो के चैनल पर देखें!!!,,Grade Counselling,2023-06-29T17:31:09Z,2023,244,32,3,PT1M1S,unknown,https://www.youtube.com/watch?v=Zs3MgvcESEk,2,Removed
cy13vb6XNAc,University of Allahabad,controversies,scam,University of Allahabad scam,परिचय ऐसे दिया जाता है🫡|| IAS Mock interview #ias #upsc #drishtiias #shorts #trending #ips,"""Welcome to Real UPSC Mock Interviews – Where Future IAS Officers Are Made!"" UPSC का सबसे ...",IAS ADDA,2025-09-09T14:29:28Z,2025,2816513,56798,389,PT33S,unknown,https://www.youtube.com/watch?v=cy13vb6XNAc,2,Removed
g3vBeWrjmlc,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,Difference Between Re-Checking and Re-evaluation ` #Re-checking #Re-Evaluation #CBSERe-evaluation,,Geo Pedia,2023-05-19T07:21:21Z,2023,279499,4352,142,PT1M1S,unknown,https://www.youtube.com/watch?v=g3vBeWrjmlc,2,Removed
_HbInkx1nwQ,Madan Mohan Malaviya University of Technology,controversies,scam,Madan Mohan Malaviya University of Technology scam,MMMUT special day hostel day food✨#mmmut #gorakhpur #btech #jee #iit #up #uptu #iet,,Sumit Ray mmmut'28,2025-03-21T20:26:53Z,2025,18412,97,20,PT17S,unknown,https://www.youtube.com/watch?v=_HbInkx1nwQ,2,Removed
kP1LEmnA_hY,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,"commerce वाले b.ed नहीं कर सकते?? 🤔, #viralvideo, #shorts, #ytshorts, #youtubeshorts","commerce वाले b.ed नहीं कर सकते?? , #viralvideo, #shorts, #ytshorts, #youtubeshorts.",BEd Wale,2025-05-27T14:52:35Z,2025,82929,1788,104,PT3M1S,unknown,https://www.youtube.com/watch?v=kP1LEmnA_hY,2,Removed
tRCvinnP6pw,University of Allahabad,controversies,scam,University of Allahabad scam,LU OLD CAMPUS @LUNOTESANDNEWS #trendingshorts #trending #trend #trendingshorts #trending #trend,Subscribe: @LUOFFICIALNEWS Demo मात्र ₹5 | UG ₹199 | PG ₹239 Nitin Shukla ( Lucknow University) ...,LU NOTES AND NEWS,2025-07-29T04:30:42Z,2025,906079,9728,90,PT11S,unknown,https://www.youtube.com/watch?v=tRCvinnP6pw,2,Removed
ByVGn1ldRE8,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,LLB FIRST SEMESTER JURISPRUDENCE QUESTION PAPER CCS UNIVERSITY #law #education #lawofattraction,,NYAY MANTHAN,2023-06-18T17:54:19Z,2023,417121,4360,86,PT19S,unknown,https://www.youtube.com/watch?v=ByVGn1ldRE8,2,Removed
wweXSs9Svbc,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,पेंडिंग रिजल्ट सुधारने के लिए आवेदन पत्र 💁‍♀️🖥️🙏#shorts #youtubeshorts #short #shortsfeed,pending result sudharne ke liye aawedan patra ‍♀️🖥️   #shorts #youtubeshorts #shortsfeed #short Your Queries:- Pending ...,gyan writing,2023-09-15T07:30:14Z,2023,299843,2114,14,PT13S,unknown,https://www.youtube.com/watch?v=wweXSs9Svbc,2,Removed
5Pn9XcejbaY,Jawaharlal Nehru University,controversies,scam,Jawaharlal Nehru University scam,Top Engineering College in Kerala | Best Placement Engineering Colleges in Kerala | Engineering 2025,For Admissions: +91 85902 85522 WhatsApp: https://wa.me/918590285522 For more details log on to https://campusways.com ...,Campusways,2025-06-14T17:09:37Z,2025,172310,1400,1028,PT17S,unknown,https://www.youtube.com/watch?v=5Pn9XcejbaY,2,Removed
EiYUFXELzik,Delhi University,controversies,scam,Delhi University scam,13 Low Fees High Placement MBA Colleges in India | Best MBA Colleges #shorts,Get the Formula Book: https://rb.gy/7744vn Access my GDPI (MBA interview) prep course: shwetaarora.in Join my MBA interview ...,Shweta Arora,2023-08-08T16:31:43Z,2023,1377581,52371,242,PT17S,unknown,https://www.youtube.com/watch?v=EiYUFXELzik,2,Removed
Y8IdGunqapo,University of Allahabad,controversies,scam,University of Allahabad scam,Itne Sasta Room Me Mai Nahi Reh Paunga 😭🥲 #youtubeshorts #lucknowuniversity #rentalproperty,,Room Wale Bhaiya™,2023-12-13T16:50:41Z,2023,93125,942,32,PT24S,unknown,https://www.youtube.com/watch?v=Y8IdGunqapo,2,Removed
5VcI32WeZio,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,B.Com./ B.A./B.Sc.- Sem 1 Basic Economics Question paper 2023# #subscribe,,Khushboo Singhal,2023-06-09T12:22:27Z,2023,443160,4080,64,PT5S,unknown,https://www.youtube.com/watch?v=5VcI32WeZio,2,Removed
sZj-ryD9xJ8,Jamia Millia Islamia,controversies,scam,Jamia Millia Islamia scam,Drop your questions about upsc or RCA. I will answer in the next video. #upsc #rca,,Resham Fatma,2025-04-21T06:44:52Z,2025,33292,376,24,PT16S,unknown,https://www.youtube.com/watch?v=sZj-ryD9xJ8,2,Removed
kQGxy79MDMg,Madan Mohan Malaviya University of Technology,controversies,scam,Madan Mohan Malaviya University of Technology scam,MMMUT GORAKHPUR 2023 🌸🌸#mmmut #shortvideo,,Santosh yadav,2023-02-20T12:55:00Z,2023,2295,49,2,PT7S,unknown,https://www.youtube.com/watch?v=kQGxy79MDMg,2,Removed
GOqYBV1htDA,University of Allahabad,controversies,scam,University of Allahabad scam,UPSC Topper Shakti Dubey rank 1 2024 #upsc #qismat #motivation #ytshorts #trending #viralvideo #cse,UPSC Topper Shakti Dubey rank 1 2024 #upsc #qismat #motivation #ytshorts #trending #viralvideo #cse.,JYmotivation,2025-04-30T02:30:05Z,2025,3214557,52276,232,PT13S,unknown,https://www.youtube.com/watch?v=GOqYBV1htDA,2,Removed
gGWwUjv5wn4,University of Allahabad,controversies,scam,University of Allahabad scam,500 गज का प्लॉट मात्र 16 लाख में खरीदें #trendingshorts #youtubeshorts #shorts #property #short,"plot in noida, 100 gaj plot in noida price, 50 gaj plot in noida price, 200 gaj plot in noida price, residential plot in Noida, cheapest ...",SRS Property,2024-11-28T12:09:24Z,2024,1730312,8800,363,PT17S,unknown,https://www.youtube.com/watch?v=gGWwUjv5wn4,2,Removed
l27JWwT1TTM,Pandit Ravishankar Shukla University,controversies,scam,Pandit Ravishankar Shukla University scam,PRSU Raipur में Hostel /Best PG Options जानो! 🏠🔥 | PRSU Room Guide 2025&quot;,"PRSU Raipur में Hostel /Best PG Options जानो! | PRSU Room Guide 2025"" #PRSU #RaipurUniversity #HostelTour ...",ITEP STAR,2025-08-02T12:18:32Z,2025,4734,94,14,PT1M,unknown,https://www.youtube.com/watch?v=l27JWwT1TTM,2,Removed
c9m1y7aiHIY,Hemchand Yadav Vishwavidyalaya Durg,controversies,scam,Hemchand Yadav Vishwavidyalaya Durg scam,Compare &amp; choose onine universites #ChunoWahiJohaiSahi #Shorts #Comparison #collegevidya #online,"Compare & choose onine universites #chunoWahiJoHaiSahi #Shorts #Comparison#collegevidya #online ""Visit college vidya ...",Krishangi Arora,2023-06-20T12:10:31Z,2023,1573,0,1,PT34S,unknown,https://www.youtube.com/watch?v=c9m1y7aiHIY,2,Removed
wLFT0SjT4jE,Maharaja Chhatrasal Bundelkhand University,controversies,scam,Maharaja Chhatrasal Bundelkhand University scam,&quot;RTI के तहत सूचना मांगने का सही तरीका 📑 | RTI Application Format Hindi&quot;,"Title: ""RTI के तहत सूचना मांगने का सही तरीका | RTI Application Format Hindi"". Description: ...",HINDI VIKAS | हिंदी विकास ,2025-06-19T03:30:51Z,2025,46670,190,0,PT11S,unknown,https://www.youtube.com/watch?v=wLFT0SjT4jE,2,Removed
yrLfboEVQOQ,University of Allahabad,controversies,scam,University of Allahabad scam,This New PostOffice Scheme For Women Unveiled With 7.5% Interest..!  #shorts #short #postoffice,Download the ffreedom app from the Play Store or App Store to learn more about this video - https://ffreedom.com/yttelugu ...,Boss Wallah (Telugu),2023-04-26T14:20:12Z,2023,7575854,255974,526,PT1M,unknown,https://www.youtube.com/watch?v=yrLfboEVQOQ,2,Removed
